"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
1203	Labrador Retriever	21.2	23.2	18.1	20.1	13	19	28	28	18	18	17	19	16	20	13	13	9	9	14	14	12	12	14	15	12	14	12	16	12	12			
1204	Labrador Retriever	20.2	21.2	17.1	21.1	13	17	16	21	17	18	18	19	15	16	13	14	10	10	17	17	12	14	17	19	14	16	15	16	12	14			
1205	Labrador Retriever	21.2	21.2	17.1	17.1	17	20	20	27	16	20	19	20	16	19	11	11	9	10	16	17	13	19.3	14	18	13	14	12	16	12	16			
1206	Labrador Retriever	20.2	25.2	17.1	20.1	14	15	27	30	15	22	17	19	18.3	22	11	11	9	16	16	17	12	14	15	19	15	16	16	17	12	12			
1207	Labrador Retriever	18.2	22.2	17.1	19.1	8	20	21	28	21	23	16	18	16	16	13	13	9	13	17	18	11	12	18	19	12	13	12	14	12	15			
1208	Labrador Retriever	20.2	23.2	20.1	20.1	14	18	27	28	16	18	18	18	19	19	11	13	8	10	16	17	12	19.3	15	15	16	17	12	15	16	16			
1209	Labrador Retriever	19.2	21.2	20.1	20.1	17	19	27	27	17	19	17	19	16	19	13	13	10	11	13	17	12	13	15	20	13	16	12	15	16	16			
1210	Labrador Retriever	18.2	21.2	16.1	19.1	14	19	25	28	17	23	15	18	20	22	11	13	8	12	13	18	15	19.3	14	14	12	14	16	16	12	12			
1211	Labrador Retriever	20.2	22.2	18.1	19.1	13	14	21	21	19	21	18	20	16	19	11	13	9	10	13	14	12	12	18	23	14	15	15	17	12	16			
1212	Labrador Retriever	20.2	21.2	19.1	20.1	14	19	21	28	19	22	17	19	19	19	11	13	11	14	14	17	12	15	18	21	12	14	14	16	12	14			
1213	Labrador Retriever	20.2	23.2	18.1	21.1	14	20	20	28	16	20	16	16	15	19	13	15	9	9	14	18	14	18.3	15	17	16	17	16	17	12	13			
1214	Labrador Retriever	20.2	23.2	18.1	20.1	15	17	18	20	17	17	19	19	19	19	11	15	11	15	13	13	19.3	19.3	14	15	13	14	16	18	12	14			
1215	Labrador Retriever	20.2	22.2	16.1	20.1	13	18	21	27	17	17	16	18	19	19	11	14	8	8	17	17	13	19.3	15	19	16	16	12	16	12	16			
1216	Labrador Retriever	20.2	21.2	18.1	22.1	12	19	27	28	16	18	15	19	20	20	13	13	9	19	15	17	12	13	14	20	13	16	16	16	12	14			
1217	Labrador Retriever	20.2	23.2	14	20.1	13	15	20	28	17	19	14	18	19	20	12	13	9	14	14	17	12	12	15	15	13	14	15	18	12	12			
1218	Labrador Retriever	21.2	23.2	16.1	17.1	10	15	17	27	16	19	14	19	17	21	14	15	13	14	17	18	14	21.3	13	16	11	15	16	16	14	18			
1219	Labrador Retriever	21.2	22.2	18.1	19.1	12	14	21	27	18	18	18	20	15	19	13	14	9	12	15	15	14	15	15	18	14	15	14	18	12	12			
1220	Labrador Retriever	23.2	23.2	17.1	20.1	8	19	27	28	18	18	16	20	20	21	11	11	9	15	16	18	14	18.3	15	15	12	15	16	18	12	14			
1221	Labrador Retriever	21.2	23.2	20.1	20.1	13	17	27	29	17	19	18	19	16	20	13	14	18	18	13	17	12	14	15	19	11	13	12	15	14	16			
1222	Labrador Retriever	21.2	21.2	20.1	20.1	17	18	16	16	17	20	16	18	18	19	11	14	9	12	16	16	19.3	19.3	15	15	14	14	14	16	12	16			
1223	Labrador Retriever	21.2	21.2	19.1	19.1	14	17	19	30	16	19	18	18	18.3	20	11	13	9	13	15	16	14	16.3	15	15	12	15	13	14	13	15			
1224	Labrador Retriever	21.2	23.2	12	19.1	13	14	15	23	17	19	16	18	16	19	14	14	8	9	15	16	13	19.3	17	19	14	18	17	17	13	17			
1225	Labrador Retriever	20.2	20.2	20.1	20.1	13	17	20	27	16	18	18	22	15	16	11	15	10	13	13	16	12	12	15	17	12	17	12	13	15	16			
1226	Labrador Retriever	23.2	23.2	18.1	19.1	13	18	25	28	18	20	17	19	16	22	13	16	9	13	15	16	16	19.3	20	23	14	16	12	18	12	14			
1227	Labrador Retriever	14	22.2	15.1	17.1	13	14	18	26	16	18	15	17	15	22	12	13	8	19	15	16	13	14	15	20	13	16	14	19	12	17			
1228	Labrador Retriever	21.2	22.2	18.1	20.1	13	19	27	28	16	18	17	17	19	19	11	13	9	12	17	17	12	12	15	15	13	14	16	19	12	12			
1229	Labrador Retriever	18.2	23.2	16	18.1	14	18	20	22	15	20	18	19	19	19	13	16	9	12	13	17	13	20.3	16	17	11	16	13	14	12	15			
1230	Labrador Retriever	20.2	20.2	19.1	21.1	13	18	27	27	17	18	17	19	14	15	11	14	8	10	15	18	14	18.3	19	19	11	12	14	16	12	16			
1231	Labrador Retriever	19.2	22.2	18.1	19.1	14	14	20	28	17	24	16	18	16	22	11	13	10	12	13	18	18.3	19.3	19	20	14	14	12	16	12	12			
1232	Labrador Retriever	13	23.2	14	21.1	12	18	27	32	16	22	17	19	16	19	12	14	10	15	15	17	12	19.3	12	19	14	16	12	12	12	12			
1233	Labrador Retriever	20.2	22.2	18.1	21.1	13	20	20	27	15	17	17	17	14	15	13	14	8	10	17	18	12	13	19	19	12	14	15	15	12	15			
1234	Labrador Retriever	18.2	22.2	19.1	19.1	8	10	15	27	19	19	19	20	15	19	12	12	10	13	13	16	14	19.3	15	15	14	15	14	16	13	14			
1235	Labrador Retriever	22.2	24.2	18.1	18.1	13	17	21	27	17	23	18	18	19	20	13	14	10	10	16	17	12	20.3	14	15	13	16	14	18	12	14			
1236	Labrador Retriever	14	20.2	17.1	19.1	12	18	27	33	18	19	15	18	16	17	13	14	9	9	18	20	13	15	15	22	14	17	12	13	13	14			
1237	Labrador Retriever	18.2	21.2	17.1	20.1	18	19	20	28	17	19	18	18	15	16	11	13	9	18	13	17	14	15	18	20	14	14	15	16	12	12			
1238	Labrador Retriever	19.2	20.2	19.1	20.1	15	19	17	28	19	21	18	19	19	19	11	13	9	11	17	18	14	19.3	17	19	12	16	15	16	14	16			
1239	Labrador Retriever	20.2	20.2	18.1	21.1	18	19	26	28	17	17	17	19	16	16	11	14	10	13	14	16	14	18.3	15	20	14	16	14	15	14	16			
1240	Labrador Retriever	20.2	22.2	20.1	20.1	12	13	20	27	15	17	17	17	16	19	14	14	8	10	17	18	12	13	17	21	12	14	15	15	12	12			
1241	Labrador Retriever	21.2	22.2	15.1	20.1	13	17	18	28	17	18	19	20	18	19	11	15	9	11	18	18	12	13	14	17	12	17	16	16	12	16			
1242	Labrador Retriever	20.2	22.2	18.1	21.1	14	15	26	28	16	19	16	18	16	17	11	14	10	14	15	17	12	21.3	15	17	14	14	14	15	12	12			
1243	Labrador Retriever	19.2	20.2	17.1	17.1	14	15	27	28	16	17	18	19	15	22	12	12	10	14	18	18	12	20.3	19	19	14	17	15	16	12	12			
1244	Labrador Retriever	20.2	21.2	18.1	21.1	18	20	20	21	17	19	19	20	17	22	13	15	10	10	17	18	12	12	18	19	12	16	12	15	12	12			
1245	Labrador Retriever	13	20.2	17.1	19.1	18	19	15	27	17	18	17	19	16	19	11	13	14	18	13	17	12	15	15	15	14	16	13	13	12	19			
1246	Labrador Retriever	20.2	23.2	19.1	21.1	13	17	26	28	17	19	19	19	16	19	11	14	9	9	17	18	12	14	15	21	13	14	16	16	14	15			
1247	Labrador Retriever	22.2	22.2	20.1	20.1	17	17	27	27	17	19	16	19	19	19	11	13	8	12	15	17	13	14	20	21	11	14	14	16	16	16			
1248	Labrador Retriever	20.2	21.2	16.1	20.1	18	19	27	27	17	17	15	16	19	22	11	13	8	9	13	17	12	13	20	21	12	12	16	16	12	16			
1249	Labrador Retriever	20.2	20.2	16.1	17.1	13	19	28	28	17	17	15	17	16	19	11	13	10	10	13	17	12	18.3	19	19	14	16	15	16	12	12			
1250	Labrador Retriever	21.2	21.2	18.1	20.1	18	19	20	25	18	18	16	19	16	19	11	14	10	13	17	18	12	12	19	21	12	12	15	16	16	16			
1251	Labrador Retriever	21.2	23.2	20.1	21.1	19	19	28	28	18	19	15	18	19	20	13	14	9	14	13	15	12	14	15	21	12	16	12	15	12	12			
1252	Labrador Retriever	20.2	20.2	16.1	21.1	17	18	27	28	16	17	18	20	16	19	13	14	10	10	13	15	12	14	15	20	11	14	14	16	12	14			
1253	Labrador Retriever	20.2	20.2	20.1	22.1	13	14	21	27	17	18	15	16	16	22	14	14	8	12	13	18	12	14	20	21	11	14	15	16	12	14			
1254	Labrador Retriever	20.2	21.2	17.1	21.1	19	19	27	27	17	18	16	17	19	20	13	14	8	10	17	17	12	12	20	21	12	13	12	14	12	12			
1255	Labrador Retriever	21.2	22.2	16.1	21.1	14	19	21	27	17	18	15	17	16	20	13	13	8	10	13	17	12	12	20	21	12	14	12	16	12	16			
1256	Labrador Retriever	21.2	21.2	20.1	21.1	18	19	21	25	18	18	16	17	16	19	11	14	10	19	13	17	12	14	19	21	12	14	16	16	12	14			
1257	Labrador Retriever	23.2	23.2	20.1	20.1	14	14	21	27	20	20	19	20	19	22	11	11	10	14	17	18	12	18.3	18	20	14	14	12	12	12	12			
1258	Labrador Retriever	19.2	22.2	18.1	20.1	14	18	21	21	20	21	19	19	16	19	11	15	8	10	18	18	15	19.3	19	19	14	14	12	16	12	16			
1259	Labrador Retriever	20.2	20.2	17.1	18.1	8	17	25	27	17	19	16	18	16	16	11	14	8	9	13	17	12	13	19	21	14	16	16	16	12	16			
1260	Labrador Retriever	20.2	21.2	21.1	21.1	13	18	25	25	17	18	15	15	22	22	13	14	12	19	13	17	12	19.3	15	19	14	14	16	16	12	16			
1261	Lakeland Terrier	12	23.2	19.1	19.1	15	21	28	28	17	19	14	18	19	23	10	10	8	10	11	17	13	13	15	19	14	16	15	15	14	20			
1262	Lakeland Terrier	12	12	19.1	20.1	15	15	16	28	18	19	18	18	16	19	10	11	13	13	15	18	12	12	18	18	11	16	15	15	14	14			
1263	Lakeland Terrier	12	12	19.1	20.1	15	15	16	21	19	19	18	18	19	19	10	14	8	8	18	18	13	14	18	19	11	16	15	18	14	14			
1264	Leonberger 	19.2	21.2	17.1	19.1	14	14	31	32	15	17	13	16	16	16	9	15	8	9	16	19	14	17.3	17	17	15	16	13	17	13	21			
1265	Leonberger 	19.2	23.2	19.1	19.1	21	21	29	31	15	21	17	19	18	19	10	13	8	9	16	19	14	17.3	17	19	13	15	14	18	15	21			
1266	Leonberger 	20.2	23.2	20.1	21.1	14	14	31	31	15	15	18	19	18	19	15	15	8	8	18	19	13	14	19	19	14	15	16	17	13	17			
1267	Lhasa Apso	14	22.2	19.1	24.1	12	14	21	21	16	18	18	19	17	20.3	9	15	8	15	16	17	12	12	13	17	13	15	15	16	14	19			
1268	Lhasa Apso	18.2	20.2	20.1	22.1	8	15	19	19	16	17	19	19	19	22.3	10	12	8	8	16	17	12	14	13	16	11	12	15	18	12	18			
1269	Lhasa Apso	18.2	18.2	20.1	20.1	12	14	21	28	15	16	20	24.3	19.3	19.3	12	14	8	13	16	16	12	14	12	20	13	13	14	15	12	12			
1270	Lhasa Apso	14	14	19.1	22.1	8	8	27	29	17	18	18	19	19	19.3	9	9	8	13	19	19	13	19.3	10	14	13	16	17	18	12	12			
1271	Lhasa Apso	12	18.2	19.1	19.1	14	15	23	23	16	19	18	21	19	19	11	15	9	14	16	19	15	20.3	10	20	13	15	16	16	12	19			
1272	Lhasa Apso	18.2	22.2	21.1	21.1	13	18	21	23	15	19	18	19	19	22	13	14	8	14	16	18	13	14	13	20	13	15	13	18	18	19			
1273	Lhasa Apso	19.2	19.2	19.1	20.1	14	14	21	21	18	18	16	19	19	22.3	9	14	8	9	14	18	15	20.3	13	17	12	13	13	16	18	20			
1274	Lhasa Apso	12	22.2	19.1	19.1	8	15	20	23	17	17	18	18	16	19	15	15	13	15	17	18	13	13	16	21	13	14	14	16	14	19			
1275	Lhasa Apso	14	23.2	19.1	21.1	8	13	19	26	18	20	16	16	16	16	11	13	8	8	17	17	12	14	21	21	11	13	13	15	14	14			
1276	Lhasa Apso	12	23.2	19.1	19.1	18	20	29	32	17	18	17	17	19	19	11	12	8	13	16	16	13	14	19	22	13	16	15	16	12	18			
1277	Lhasa Apso	12	12	18.1	19.1	8	20	26	26	18	23	17	17	16	19	9	12	9	13	15	16	13	19.3	21	21	12	16	15	15	12	12			
1278	Lhasa Apso	12	23.2	19.1	19.1	8	14	26	27	20	23	16	18	16	21	9	12	8	9	16	17	14	17.3	17	21	12	13	13	15	14	19			
1279	Lowchen 	13	23.2	19.1	19.1	14	15	18	27	20	26	17	17	19	19	13	15	9	17	16	17	14	20.3	11	11	14	15	14	18	14	19			
1280	Lowchen 	13	24.2	19.1	19.1	14	16	26	27	26	27	17	17	19	19	13	13	9	17	16	17	13	18.3	11	22	12	12	18	18	17	17			
1281	Maltese	22.2	24.2	16.1	19.1	17	18	28	29	18	18	17	19	16	22	12	13	14	14	17	17	13	21.3	16	19	11	13	13	16	12	19			
1282	Maltese	22.2	23.2	19.1	20.3	8	21	28	28	17	17	18	19	16	21	15	15	9	15	17	17	13	14	19	20	12	12	16	18	14	18			
1283	Maltese	13	23.2	16.1	19.1	12	14	19	26	18	24	19	20	21	21	14	15	8	15	17	18	22.3	22.3	18	20	13	13	16	18	12	14			
1284	Maltese	21.2	21.2	16.1	21.1	17	21	21	26	18	22	18	21	15	21	12	12	10	16	17	18	14	15	18	21	13	16	15	15	12	15			
1285	Maltese	21.2	22.2	21.1	22.1	12	22	29	29	19	22	18	19	16	16	14	15	8	15	17	17	12	13	16	19	12	13	15	18	14	14			
1286	Maltese	21.2	24.2	18.1	19.1	13	21	19	26	16	20	16	24.3	16	21	15	15	9	15	17	18	22.3	23.3	18	19	12	12	14	15	12	14			
1287	Maltese	23.2	25.2	17.1	21.1	12	17	21	26	19	21	18	19	21	21	12	15	9	15	17	17	15	15	16	17	12	12	15	17	12	16			
1288	Maltese	23.2	23.2	19.1	19.1	12	17	19	19	17	21	16	19	16	21	11	14	9	9	17	17	12	14	15	18	11	13	11	15	15	16			
1289	Maltese	12	22.2	19.1	22	13	20	19	26	17	22	18	19	16	17	14	15	10	15	18	18	13	14	15	18	12	13	13	15	16	19			
1290	Maltese	22.2	23.2	21.1	21.1	17	21	19	19	18	22	16	18	16	22	10	12	12	15	17	18	12	20.3	18	19	11	13	15	15	14	14			
1291	Maltese	12	21.2	15	22	17	20	21	26	16	17	19	19	16	17	11	12	13	15	17	17	12	13	19	20	11	12	13	17	14	18			
1292	Maltese	18.2	21.2	20.3	21.1	21	21	26	26	16	19	18	18	21	21	10	12	14	14	15	17	14	20.3	17	18	12	13	13	15	12	14			
1293	Maltese	14	23.2	16.1	19.1	17	20	19	26	18	21	18	19	16	21	12	15	8	9	16	17	12	13	16	18	16	17	17	17	12	18			
1294	Maltese	21.2	25.2	19.1	21.1	12	17	26	29	20	22	19	19	21	21	14	15	10	14	16	17	12	21.3	18	18	11	16	14	15	11	14			
1295	Maltese	21.2	22.2	19.1	22	17	17	18	18	16	22	18	19	21	21	12	13	14	15	17	17	12	13	18	19	12	12	15	16	11	18			
1296	Maltese	22.2	24.2	19.1	22.1	12	14	26	26	21	22	19	19	16	21	12	14	14	14	17	18	12	13	18	19	12	12	13	14	12	12			
1297	Maltese	23.2	24.2	19.1	21.1	14	14	19	28	15	15	18	20	21	21	10	14	10	14	17	18	12	12	18	19	13	13	17	17	18	18			
1298	Maltese	21.2	21.2	16.1	24	12	12	21	28	15	18	19	19	16	21	12	15	10	12	17	17	12	13	16	16	13	13	13	15	11	14			
1299	Maltese	21.2	22.2	16.1	16.1	14	14	26	31	18	22	18	19	16	16	12	12	10	10	17	17	13	20.3	18	21	12	12	15	17	14	15			
1300	Maltese	14	21.2	19.1	21.1	20	21	26	26	16	18	18	18	16	21	11	13	9	10	17	18	22.3	22.3	18	20	12	12	13	15	12	14			
1301	Maltese	24.2	24.2	16.1	18.1	17	17	21	21	21	22	19	19	21	21	11	16	8	14	17	18	12	13	18	18	12	12	13	17	12	18			
1302	Maltese	12	12	19.1	20.1	8	8	16	27	18	18	17	20	19	20	9	10	12	14	15	15	14	17.3	16	17	11	12	14	16	14	19			
1303	Maltese	12	12	16.1	22.1	13	16	29	29	17	18	14	16	19	21	9	14	8	17	14	15	13	14	17	21	12	14	14	15	14	19			
1304	Maltese	22.2	23.2	15.1	23	15	17	18	26	17	22	19	19	21	21	12	15	10	15	17	18	13	19.3	19	20	13	16	16	17	11	16			
1305	Maltese	22.2	22.2	22.1	23	15	15	26	27	18	22	19	19	16	21	10	12	9	10	17	18	13	19.3	18	19	13	13	14	17	11	12			
1306	Maltese	21.2	22.2	21.1	21.1	14	21	19	28	15	19	18	19	17	21	10	15	10	14	18	18	13	13	16	20	12	12	14	17	12	14			
1307	Maltese	22.2	22.2	19.1	21.1	12	21	22	26	17	23	18	18	16	21	15	15	12	15	17	17	12	13	18	19	12	13	13	15	14	16			
1308	Maltese	21.2	21.2	16.1	16.1	14	17	26	27	18	19	17	17	21	21	13	15	14	15	17	18	13	20.3	19	20	12	13	13	15	12	14			
1309	Maltese	12	22.2	19.1	21.1	12	12	19	33	18	19	18	19	16	16	15	15	9	9	15	18	14	22.3	17	18	13	13	13	15	15	18			
1310	Maltese	14	24.2	19	20.3	17	20	21	27	23	23	17	18	16	16	12	15	15	15	16	16	13	13	13	20	12	12	13	17	18	18			
1311	Maltese	22.2	23.2	21.1	21.1	12	13	19	29	19	22	17	19	16	21	10	15	10	15	17	17	12	22.3	19	20	12	12	13	14	14	15			
1312	Manchester Terrier 	12	25.2	20.1	21.1	13	13	15	30	15	15	15	15	14	16	13	16	10	15	14	14	13	15	13	18	11	13	14	16	14	20			
1313	Manchester Terrier 	12	12	17.1	20.1	14	19	15	30	15	22	15	19	22	22	13	13	10	15	14	14	13	15	13	19	13	13	16	16	14	15			
1314	Manchester Terrier 	12	12	19.1	21.1	14	15	30	30	16	18	16	16	16	16	11	14	10	12	15	17	13	20.3	15	15	12	13	14	16	16	20			
1315	Manchester Terrier 	12	12	21	21	13	14	30	30	15	22	15	19	14	22	13	13	10	10	14	17	19.3	19.3	19	20	13	13	14	15	14	20			
1316	Manchester Terrier 	12	21.2	19.1	20.1	13	14	23	30	15	22	15	15	16	16	13	16	10	15	14	14	15	15	18	21	12	13	14	14	14	15			
1317	"Manchester Terrier, Toy "	12	12	19.1	21.1	12	17	30	30	16	21	16	19	21	21	14	14	10	11	16	17	14	19.3	15	19	12	13	14	15	12	15			
1318	"Manchester Terrier, Toy "	18.2	23.2	20.1	20.1	14	15	15	15	16	16	15	16	16	21	14	16	10	10	14	16	13	19.3	19	19	11	14	14	15	14	14			
1319	Maremma Sheepdog 	21.2	24.2	18.1	21.1	14	20	19	22	17	18	16	17	17	20	15	16	10	13	18	19	13	13	19	19	11	12	12	14	14	18			
1320	Mastiff	20.2	21.2	18.1	20.1	14	18	16	19	15	18	17	17	15	15	12	15	9	14	13	16	13	14	14	19	13	16	13	13	12	13			
1321	Mastiff	21.2	21.2	18.1	23.1	14	14	15	18	20	20	14	17	19	19	13	13	8	10	17	17	19.3	19.3	18	18	12	14	14	14	15	15			
1322	Mastiff	20.2	20.2	16.1	18.1	15	15	19	27	17	19	16	17	15	16	10	10	12	12	13	13	12	19.3	17	19	13	14	15	17	12	14			
1323	Mastiff	20.2	21.2	19.1	20.1	13	14	15	27	15	18	14	14	16	19	11	14	9	10	18	18	14	19.3	18	19	13	13	14	14	14	15			
1324	Mastiff	21.2	21.2	12	12	14	14	15	19	15	15	17	21	16	16	11	13	9	9	17	18	13	14	18	19	12	13	13	13	14	15			
1325	Miniature Bull Terrier 	22.2	22.2	17.1	18.1	10	10	22	22	20	20	19	21	15	15	11	15	16	16	15	16	17.3	18.3	19	19	13	13	14	14	12	15			
1326	Miniature Bull Terrier 	23.2	23.2	17.1	17.1	10	19	21	21	19	20	19	19	21	22	15	15	13	13	17	17	13	13	19	19	13	14	18	18	15	17			
1327	Miniature Bull Terrier 	22.2	23.2	17.1	18.1	10	19	15	22	20	20	19	19	20	20	15	15	13	13	17	17	13	18.3	19	19	13	13	18	18	15	20			
1328	Miniature Bull Terrier 	22.2	23.2	18.1	18.1	10	10	22	22	20	20	19	21	20	23	11	11	13	13	17	17	18.3	18.3	15	19	13	14	18	18	17	20			
1329	Miniature Bull Terrier 	22.2	22.2	17.1	17.1	19	19	22	22	18	20	19	19	20	20	15	15	10	10	15	17	18.3	18.3	19	19	13	13	14	18	15	15			
1330	Miniature Bull Terrier 	23.2	23.2	17.1	17.1	10	10	22	22	18	18	19	21	20	23	11	15	10	12	17	17	14	17.3	19	19	13	14	18	18	12	15			
1331	Miniature Bull Terrier 	22.2	23.2	17.1	17.1	10	19	22	22	18	19	19	20	21	23	11	16	14	14	17	17	17.3	18.3	19	19	13	13	14	18	12	15			
1332	Miniature Bull Terrier 	22.2	23.2	17.1	17.1	10	19	22	22	18	19	19	20	20	21	15	15	14	16	17	17	14	14	19	19	13	13	18	18	15	16			
1333	Miniature Bull Terrier 	22.2	23.2	17.1	17.1	10	10	21	22	18	20	19	21	20	20	15	15	13	13	16	17	14	14	19	19	13	13	18	18	12	15			
1334	Miniature Pinscher	19.2	21.2	20.1	22.1	13	13	17	30	19	21	12	18	16	22	13	13	9	14	13	18	14	17.3	15	18	16	16	13	14	12	13			
1335	Miniature Pinscher	12	14	18.1	19.1	8	12	20	26	18	19	18	19	19	23	14	16	10	10	15	15	14	14	18	18	14	14	14	15	14	14			
1336	Miniature Pinscher	20.2	21.2	18.1	18.1	13	17	31	31	19	20	12	19	19	21	14	14	9	10	14	18	14	15	16	16	14	14	14	16	13	13			
1337	Miniature Pinscher	21.2	21.2	18.1	21.1	8	18	17	20	17	17	18	19	16	19	14	16	10	10	16	18	12	19.3	16	18	14	14	14	16	12	14			
1338	Miniature Pinscher	20.2	23.2	21.1	21.1	8	18	30	30	17	18	12	12	19	19	13	13	10	10	14	15	12	19.3	16	20	11	13	13	14	12	19			
1339	Miniature Pinscher	12	14	16.1	18.1	12	14	20	27	16	19	18	19	19	23	13	13	10	10	17	17	15	15	16	18	13	14	14	16	10	14			
1340	Miniature Pinscher	21.2	22.2	19.1	23.1	15	15	30	30	17	17	18	19	19	21	13	13	9	9	14	17	14	19.3	15	18	12	14	14	15	14	14			
1341	Miniature Pinscher	12	21.2	21.1	21.1	13	13	18	23	17	19	19	19	19	21	9	15	9	10	15	16	18.3	19.3	16	20	14	14	13	14	12	14			
1342	Miniature Pinscher	21.2	21.2	13	18.1	14	18	17	20	17	17	18	19	19	23	13	16	8	9	17	18	14	15	16	16	14	16	14	14	12	13			
1343	Miniature Pinscher	22.2	23.2	19.1	19.1	13	15	17	20	16	21	12	20	16	21	13	13	9	10	15	15	13	14	16	17	11	12	13	14	12	14			
1344	Miniature Pinscher	14	14	19.1	20.1	13	14	17	17	19	19	12	16	19	21	13	15	9	14	16	17	13	14	16	19	14	14	14	14	12	14			
1345	Miniature Pinscher	20.2	21.2	19.1	21.1	13	14	17	26	18	19	18	19	19	23	14	16	9	9	14	15	13	18.3	18	18	11	13	13	14	14	19			
1346	Miniature Pinscher	21.2	23.2	18.1	20.1	13	13	21	27	17	19	17	19	14	21	9	14	8	10	15	17	14	14	17	18	14	14	16	17	13	15			
1347	Miniature Pinscher	12	23.2	18.1	20.1	12	13	20	20	17	17	17	19	21	21	13	16	10	10	16	17	15	19.3	16	18	11	14	12	14	14	14			
1348	Miniature Pinscher	12	20.2	19.1	20.1	13	14	23	26	17	19	17	17	16	19	13	14	10	10	14	18	13	15	16	16	13	14	14	16	13	14			
1349	Miniature Pinscher	12	20.2	18.1	18.1	8	13	18	26	18	18	19	19	16	16	13	16	10	10	18	18	15	23.3	16	18	13	14	14	14	14	15			
1350	Miniature Pinscher	20.2	20.2	18.1	18.1	8	13	26	31	18	18	19	19	16	16	9	13	10	10	17	18	15	15	17	18	12	14	14	15	15	15			
1351	Miniature Pinscher	14	20.2	18.1	18.1	13	14	26	31	18	18	19	19	16	19	9	13	10	15	15	18	15	15	18	18	12	14	14	14	12	14			
1352	Miniature Pinscher	12	21.2	19.1	21.1	13	18	20	31	17	18	17	19	16	16	13	14	9	10	14	15	20.3	22.3	18	18	14	14	14	16	12	12			
1353	Miniature Pinscher	12	21.2	21.1	21.1	8	8	26	31	18	19	12	19	16	23	13	15	9	10	14	18	14	14	13	16	13	13	14	14	14	14			
1354	Miniature Pinscher	12	21.2	19.1	20.1	12	12	31	31	17	19	19	19	19	19	9	13	9	10	17	17	14	15	13	16	11	14	14	14	12	15			
1355	Miniature Pinscher	14	22.2	17.1	21.1	8	13	20	31	17	18	12	19	19	21	9	16	9	9	14	15	14	22.3	16	17	11	11	16	16	14	19			
1356	Miniature Pinscher	21.2	23.2	19.1	22.1	13	15	17	17	17	19	18	19	17	23	14	16	9	9	15	15	13	22.3	17	17	13	16	13	14	12	14			
1357	Miniature Pinscher	20.2	22.2	19.1	21.1	13	13	30	30	17	20	12	19	16	19	9	13	10	14	15	19	19.3	22.3	16	17	13	14	12	14	14	14			
1358	Miniature Pinscher	20.2	21.2	18.1	18.1	13	14	20	20	18	18	18	20	16	21	9	9	9	9	14	18	13	22.3	18	18	14	14	13	16	12	13			
1359	Miniature Pinscher	21.2	21.2	21.1	22.1	13	14	17	20	17	19	19	19	23	23	13	13	8	9	15	18	18.3	20.3	18	20	14	14	15	16	14	14			
1360	Miniature Pinscher	20.2	20.2	20.1	21.1	8	12	17	26	18	19	17	19	19	22	13	13	10	10	14	15	13	22.3	13	18	13	14	14	15	14	14			
1361	Miniature Pinscher	20.2	20.2	21.1	21.1	8	8	17	17	17	19	19	20	21	22	13	16	8	10	17	17	14	15	15	16	16	16	14	14	12	14			
1362	Miniature Pinscher	22.2	22.2	18.1	22.1	8	19	19	20	17	19	18	19	19	23	13	15	9	14	15	15	13	13	17	18	11	11	13	16	18	19			
1363	Miniature Pinscher	12	23.2	18.1	21.1	8	17	18	27	17	19	12	18	16	23	9	14	10	10	15	16	14	19.3	16	16	13	14	14	15	14	14			
1364	Mix	15	26.2	19.1	19.1	12	12	18	29	20	23	17	18	16	19	11	13	13	15	17	18	12	13	16	17	13	13	12	14	15	16			
1365	Mix	12	20.2	16.1	17.1	13	14	20	28	17	18	17	26.3	17	19	11	14	9	10	15	18	13	16	13	15	15	16	14	16	15	15			
1366	Mix	13	19.2	23	23.1	13	16	15	26	14	17	17	18	19	22	13	16	14	15	15	17	13	16	12	13	15	16	16	17	12	16			
1367	Mix	12	22.2	19.1	21.1	11	13	21	27	17	18	17	26.3	19	20	13	14	10	13	14	17	13	13	15	21	12	13	14	14	12	14			
1368	Mix	12	21.2	21.1	21.1	12	14	21	27	17	18	16	17	16	17	14	15	9	9	15	17	12	14	14	17	13	16	14	17	13	14			
1369	Mix	20.2	23.2	17.1	19.1	12	17	14	16	16	17	18	18	19	19	9	11	13	13	16	17	13	23.3	15	19	11	12	13	18	16	19			
1370	Mix	13	25.2	18.1	19.1	14	18	22	25	16	22	17	19	15	20	14	14	9	10	17	18	12	14	17	18	13	13	13	17	13	16			
1371	Mix	18.2	21.2	19.1	19.1	9	13	20	20	17	19	17	18	15	17	9	12	9	12	17	17	13	14	14	16	11	12	18	18	13	16			
1372	Mix	23.2	23.2	14	17.1	13	13	16	17	21	23	14	20	16	19	12	13	10	13	13	13	13	20.3	12	19	16	16	14	17	14	18			
